PZN;Artikelname;DF;PM;PE;Herstellerk¸rzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
537875;TROPFMONT 1 WEISS APONORM;;1;St;WEPA;ja;50;0,14;0,10;0,35;0,00;0,35;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
537881;TROPFMONT 2 BLAU APONORM;;1;St;WEPA;ja;19;0,14;0,11;0,35;0,00;0,35;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
537898;TROPFMONT 3 ELFBEI APONORM;;1;St;WEPA;ja;20;0,14;0,13;0,35;0,00;0,35;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
537906;TROPFMONT 4 ROT APONORM;;1;St;WEPA;ja;30;0,14;0,09;0,35;0,00;0,35;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
16832872;TROPFMONTUR GL18 KISI/OV W;;10;St;WEPA;ja;20;2,02;0,17;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538509;TUBE ALU 120ML APONORM;;1;St;WEPA;ja;10;0,85;0,61;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538449;TUBE ALU 15ML APONORM;;1;St;WEPA;ja;10;0,46;0,40;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538461;TUBE ALU 25ML APONORM;;1;St;WEPA;ja;10;0,48;0,35;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538478;TUBE ALU 35ML APONORM;;1;St;WEPA;ja;20;0,55;0,48;1,30;0,00;1,30;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538484;TUBE ALU 60ML APONORM;;1;St;WEPA;ja;0;0,61;0,47;1,45;0,00;1,45;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
538490;TUBE ALU 90ML APONORM;;1;St;WEPA;ja;10;0,73;0,63;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8003096;TUBENAUSQUETSCHER/KUNSTSTOFF;;1;St;WEPA;ja;2;5,10;5,10;8,50;8,50;8,50;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
4424501;TUSSAMAG HUSTENSAFT N;FLE;200;g;RATIO;ja;0;6,04;3,53;11,25;11,28;11,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11886455;TYROSUR WUNDHEILGEL;GEL;15;g;ENGEL;ja;9;5,87;4,65;10,95;10,97;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12399935;TYROSUR WUNDHEILGEL;GEL;25;g;ENGEL;ja;9;9,24;7,11;16,25;16,28;16,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12399929;TYROSUR WUNDHEILGEL;GEL;5;g;ENGEL;ja;14;3,37;2,39;6,50;6,50;6,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12399958;TYROSUR WUNDHEILPUDER;PUD;20;g;ENGEL;ja;1;8,74;6,71;15,40;15,40;15,40;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12399941;TYROSUR WUNDHEILPUDER;PUD;5;g;ENGEL;ja;4;3,37;2,39;6,50;6,50;6,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12343656;UBICHINON Q10 100MG;KAP;60;St;WARN;ja;1;11,88;11,50;16,95;16,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16231836;ULIPRISTAL ARISTO 30MG FTA;FTA;1;St;ARISB;ja;3;15,25;6,10;25,95;25,95;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
930673;UMCKALOABO;FLU;100;ml;SCHWA;ja;1;24,17;21,25;39,40;39,40;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1062032;UMCKALOABO;FLU;20;ml;SCHWA;ja;6;6,02;4,82;11,25;11,25;11,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1062049;UMCKALOABO;FLU;50;ml;SCHWA;ja;9;13,93;10,10;23,70;23,70;23,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
148820;UMCKALOABO 20MG FILMTABL;FTA;30;St;SCHWA;ja;3;13,29;9,96;22,75;22,75;22,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
148843;UMCKALOABO 20MG FILMTABL;FTA;60;St;SCHWA;ja;3;24,29;18,62;39,60;39,60;39,60;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8871266;UMCKALOABO SAFT F KINDER;SIR;120;ml;SCHWA;ja;3;6,72;4,88;12,55;12,55;12,55;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1116733;UNGUENTUM ALCOHO LANAE DAB;SAL;100;g;CAELO;ja;1;4,95;3,81;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
4644094;UNGUENTUM CORDES;SAL;250;g;ICHTH;ja;2;14,21;13,38;23,20;0,00;23,20;;0,00;OTC Nicht-AM (kein EK);nein;Ja;Nein;nein, kein Lebensmittel;Nein
10102902;UNGUENTUM EMULS AQ NON SR;SAL;250;g;CAELO;ja;1;5,95;5,75;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
229317;UNGUENTUM EMULS AQUO SR;CRE;250;g;BOMBA;ja;0;5,82;5,33;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1119683;UNGUENTUM EMULS AQUOS;SAL;1;kg;CAELO;ja;1;10,95;5,89;10,50;0,00;10,50;;0,00;;nein;Ja;Nein;keine Angabe;Nein
1120462;UNGUENTUM EMULSIFICANS;SAL;1;kg;CAELO;ja;1;18,40;10,61;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
6861944;UNGUENTUM LENIENS DAB KUEH;CRE;1;kg;BOMBA;ja;2;18,60;13,68;20,95;0,00;20,95;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
3926318;UNGUENTUM MOLLE DAC;SAL;250;g;LAMOT;ja;1;9,39;9,04;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1097697;UNGUENTUM MOLLE WEICHE SAL;SAL;100;g;CAELO;ja;1;6,10;4,72;8,90;0,00;8,90;;0,00;OTC Nicht-AM;nein;Ja;Nein;keine Angabe;Nein
3441638;UNIZINK 50;TMR;100;St;KOEH;ja;1;12,57;11,06;21,90;21,90;21,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3441621;UNIZINK 50;TMR;50;St;KOEH;ja;1;6,85;6,79;12,75;12,79;12,75;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
548784;URALYT U INDIKATORPAPIER;TTR;52X2;St;MYLHC;ja;1;4,81;4,28;7,95;8,99;7,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
11637338;URGO HAUTRISSE 3.25ML;FLA;1;St;URGO;ja;1;9,21;6,18;14,20;0,00;14,20;;0,00;OTC (ohne VK/UVP);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1440793;URINBECHER M SCHRAUBD EINZ;;1;St;JUNGH;ja;2;0,26;0,20;0,30;0,00;0,30;;0,00;EEK + 45%;nein;Nein;Nein;keine Angabe;Nein
4476277;URINBEUTEL F KDR Z ANKLEB;BEU;10;St;B. BR;ja;1;4,51;3,00;5,95;0,00;5,95;;0,00;MedProd;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7530184;URINFLA MANN M BUERST KLAR;FLA;1;St;BUETT;ja;1;5,45;5,45;8,95;0,00;8,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
325788;VAGIFLOR VAGINALZAEPFCHEN;VSU;6;St;CHEP;ja;1;7,90;7,52;13,95;14,03;13,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
6786786;VAGISAN FEUCHTCREME APPLIK;CRE;50;g;WOLFF;ja;5;12,71;10,17;18,45;18,45;18,45;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10339834;VAGISAN FEUCHTCREME CREMOL;VSU;16;St;WOLFF;ja;1;9,64;9,33;13,95;13,99;13,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
5140881;VAGISAN INTIMWASCHLOTION;LOT;200;ml;WOLFF;ja;3;8,25;6,60;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Ja
3435;VAGISAN MILCHSAEURE VAGI;VSU;7;St;WOLFF;ja;3;10,33;8,26;14,95;14,99;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
13753132;VAGISAN SCHUTZ SALBE;SAL;75;ml;WOLFF;ja;1;8,94;8,75;12,95;12,97;12,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Nein
16930882;VAGISAN SEPT VAGINALZ POVI;VSU;5;St;WOLFF;ja;5;10,41;8,33;17,95;18,34;17,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9938328;VAPRINO 100 MG KAPSELN;HKP;10;St;A. NA;ja;0;5,71;4,98;10,65;10,66;10,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4377121;VASELINE WEISS;FET;100;ml;BOMBA;ja;1;2,06;1,37;3,85;3,85;3,85;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4677886;VASELINE WEISS;FET;30;ml;BOMBA;ja;1;1,54;1,21;2,90;2,91;2,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9639985;VASELINUM ALBUM PRO OPHT;SAL;100;g;CAELO;ja;1;4,25;3,18;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
1101559;VASELINUM ALBUM WEISSES VA;SAL;1;kg;CAELO;ja;1;8,95;5,75;13,10;0,00;13,10;;0,00;OTC Nicht-AM;nein;Ja;Nein;keine Angabe;Nein
16261257;VELGASTIN BLAEHUNGEN SUS;SUE;30;ml;ENGEL;ja;1;2,65;2,30;5,10;5,11;5,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6576497;VENEN FIT TEE KRAEUT NR13;FBE;15;St;SALUS;ja;2;2,39;2,16;3,65;3,65;3,65;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
2781817;VENO SL 300;HKP;50;St;URSAP;ja;1;10,20;8,67;17,95;17,97;17,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
17935338;VENOFIX SAF 0.8X19MM 30CM;KAN;1;St;B. BR;ja;10;0,80;0,51;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1867103;VENORUTON INTENS;FTA;100;St;STAGM;ja;6;39,93;31,94;54,95;61,77;54,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2427180;VENOSTASIN CREME;CRE;50;g;KLIN;ja;1;5,62;5,17;10,50;10,50;10,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4766785;VENOSTASIN GEL AESCIN;GEL;100;g;KLIN;ja;5;9,94;8,04;16,95;17,50;16,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
7577116;VENOSTASIN RETARD 50MG;REK;100;St;EMRA;ja;1;25,76;22,22;42,00;42,00;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
7577085;VENOSTASIN RETARD 50MG;REK;20;St;EMRA;ja;1;6,28;6,13;11,70;11,73;11,70;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8447870;VENTISAN;LOT;500;ml;HECK;ja;0;0,00;2,35;4,95;0,00;4,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
8011138;VENTISAN PFLEGECREME;;100;ml;HECK;ja;0;1,95;2,45;2,30;3,40;2,30;;0,00;Schug Medical Produkte;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
1083703;VERBANDMULL ZZ HART 1X10CM;VER;1;St;HARTM;ja;1;3,25;1,78;3,85;0,00;3,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1083732;VERBANDMULL ZZ HART 5X10CM;VER;1;St;HARTM;ja;1;13,41;7,05;12,75;0,00;12,75;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1083749;VERBANDMULL ZZ HART10X10CM;VER;1;St;HARTM;ja;1;25,74;14,21;24,50;0,00;24,50;;0,00;EEK + 45%;nein;Nein;Ja;nein, kein Lebensmittel;Nein
3478529;VERBANDWATTE ZZ HARTM BTL;WAT;200;g;HARTM;ja;1;4,22;2,85;4,85;0,00;4,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1084915;VERBANDWATTE ZZ HARTM BTL;WAT;50;g;HARTM;ja;1;1,30;0,96;1,70;0,00;1,70;;0,00;EEK + 45%;nein;Nein;Ja;nein, kein Lebensmittel;Nein
3181479;VERRUCID;LOE;10;ml;INFEC;ja;3;6,19;3,53;11,57;11,57;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
268665;VERSCHL DIN 22 M EINLAGE;;1;St;WEPA;ja;70;0,10;0,09;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
268671;VERSCHL DIN 22 NUR GIESSR;;1;St;WEPA;ja;100;0,07;0,00;0,15;0,00;0,15;;0,00;Rezepturgef‰ﬂe HV;nein;Nein;Nein;nein, kein Lebensmittel;Nein
268932;VERSCHL DIN 28 M EINLAGE;;1;St;WEPA;ja;30;0,24;0,21;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
269009;VERSCHL METALL PP GEWINDE;;1;St;WEPA;ja;38;0,14;0,13;0,00;0,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
8000376;VERSCHLUSS DIN 22 ELFENBEIN;;1;St;WEPA;ja;18;0,00;0,13;0,25;0,00;0,25;;0,00;;keine Angabe;Keine Angabe;Keine Angabe;keine Angabe;Keine Angabe
6979686;VERTIGOHEEL;TAB;100;St;HEEL;ja;5;10,44;7,96;18,35;18,39;18,35;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1088959;VERTIGOHEEL;TRO;100;ml;HEEL;ja;1;26,37;20,19;42,95;42,99;42,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1088942;VERTIGOHEEL;TRO;30;ml;HEEL;ja;2;9,26;7,04;16,30;16,30;16,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
722236;VETIVER KBA;AEO;5;ml;PRIMA;ja;1;8,72;8,72;14,90;14,90;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
676387;VIBURCOL N;KSS;12;St;HEEL;ja;3;6,16;4,83;11,50;11,51;11,50;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
13909999;VICHY AQUALIA TH LEICHT /R;CRE;50;ml;VICHY;ja;1;15,55;12,81;19,95;25,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13909976;VICHY AQUALIA TH REICHH /R;CRE;50;ml;VICHY;ja;1;15,55;13,99;19,95;25,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10985379;VICHY AQUALIA THERM BE AUG;BAL;15;ml;VICHY;ja;1;15,55;14,58;19,95;25,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
170794;VICHY DEO PUMPZERST HE DP;XDS;2X100;ml;VICHY;ja;0;11,44;10,94;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
2578789;VICHY DEO PUMPZERST HE W N;XDS;100;ml;VICHY;ja;2;7,15;6,02;9,95;11,50;9,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
6713008;VICHY DEO ROLL ON 48H;STI;50;ml;VICHY;ja;1;7,15;6,82;9,95;11,50;9,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11657571;VICHY DEO ROLL ON FLECK48H;CRE;2X50;ml;VICHY;ja;3;11,44;10,94;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
6712977;VICHY DEO ROLL ON SENS 48H;STI;2X50;ml;VICHY;ja;3;11,44;10,94;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
6712813;VICHY DEO ROLL ON SENS 48H;STI;50;ml;VICHY;ja;1;7,15;6,43;9,95;11,50;9,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11594445;VICHY DEO ROLL STRE RES72H;CRE;2X50;ml;VICHY;ja;3;12,44;11,94;16,95;20,00;16,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
6587443;VICHY DEO STICK HAUTBERUHI;STI;2X40;ml;VICHY;ja;0;11,44;10,94;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11162591;VICHY DERCOS ANTI SCHUP.FH;SHA;200;ml;VICHY;ja;2;10,57;8,51;13,95;17,00;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11162585;VICHY DERCOS ANTI SCHUP.TH;SHA;200;ml;VICHY;ja;2;10,57;8,76;13,95;17,00;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11594416;VICHY DERCOS ULTRA SENS FH;SHA;200;ml;VICHY;ja;3;10,57;8,76;13,95;17,00;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4181553;VICHY DERMAB MAKE UP 25;FLU;30;ml;VICHY;ja;3;15,55;13,14;21,95;25,00;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
4181576;VICHY DERMAB MAKE UP 35;FLU;30;ml;VICHY;ja;1;15,55;13,81;21,95;25,00;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
4181582;VICHY DERMAB MAKE UP 45;FLU;30;ml;VICHY;ja;1;15,55;14,93;21,95;25,00;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
4181599;VICHY DERMAB MAKE UP 55;FLU;30;ml;VICHY;ja;1;15,55;14,73;21,95;25,00;21,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
8441910;VICHY HOMME DP DEO ROLL SE;STI;2X50;ml;VICHY;ja;0;11,44;9,55;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
6712285;VICHY HOMME HYDRA MAG C DU;GEL;200;ml;VICHY;ja;10;8,08;7,30;10,95;13,00;10,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4956037;VICHY HOMME SENSI BALS CA;BAL;75;ml;VICHY;ja;1;12,44;9,36;16,95;20,00;16,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
12516631;VICHY IDEALIA TAG NH R;CRE;50;ml;VICHY;ja;1;23,01;20,10;30,95;37,00;30,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9520965;VICHY LIFTACTIV AUGEN CRE;CRE;15;ml;VICHY;ja;0;18,66;15,91;24,95;30,00;24,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
18092497;VICHY LIFTACTIV B3 ANTI PI;CRE;50;ml;VICHY;ja;3;26,74;22,44;36,95;43,00;36,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
15425596;VICHY LIFTACTIV COLL LSF25;CRE;50;ml;VICHY;ja;3;24,88;19,69;32,95;40,00;32,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16599909;VICHY LIFTACTIV COLL NACHT;CRE;50;ml;VICHY;ja;1;26,12;20,22;34,95;42,00;34,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16328748;VICHY LIFTACTIV EPIDERMIC;KON;30;ml;VICHY;ja;1;27,99;26,28;39,95;45,00;39,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
5510266;VICHY LIFTACTIV FLEXILI 25;FLU;30;ml;VICHY;ja;2;16,79;13,96;22,95;27,00;22,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
5510272;VICHY LIFTACTIV FLEXILI 35;FLU;30;ml;VICHY;ja;1;16,79;13,96;22,95;27,00;22,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
5510289;VICHY LIFTACTIV FLEXILI 45;FLU;30;ml;VICHY;ja;2;16,79;13,99;22,95;27,00;22,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7789479;VICHY LIFTACTIV NACHT CRE;XNC;50;ml;VICHY;ja;3;22,08;19,03;30,95;35,50;30,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10713497;VICHY LIFTACTIV SUP TAG NH;XTC;50;ml;VICHY;ja;3;21,46;18,47;29,95;34,50;29,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10713474;VICHY LIFTACTIV SUP TAG TH;XTC;50;ml;VICHY;ja;3;21,46;18,10;29,95;34,50;29,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17574857;VICHY LIFTACTIV VIT C;KON;20;ml;VICHY;ja;2;25,50;19,42;32,95;41,00;32,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13059578;VICHY MINERAL DEO RO DP;CRE;2X50;ml;VICHY;ja;3;11,44;10,94;15,95;18,40;15,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
15293479;VICHY MINERALBL MA UP 11;;30;ml;VICHY;ja;0;14,30;11,46;19,95;23,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
15293491;VICHY MINERALBL MA UP 15;;30;ml;VICHY;ja;1;14,30;14,02;19,95;23,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17258458;VICHY NEOVADIOL NACHT N WE;CRE;50;ml;VICHY;ja;3;23,94;19,15;32,95;38,50;32,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17258866;VICHY NEOVADIOL NACHT WECH;CRE;50;ml;VICHY;ja;3;23,32;18,13;31,95;37,50;31,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13515444;VICHY NEOVADIOL ROSE PLATI;CRE;50;ml;VICHY;ja;3;22,70;19,16;31,95;36,50;31,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17258435;VICHY NEOVADIOL TAG NH WEC;CRE;50;ml;VICHY;ja;4;22,70;19,16;31,95;36,50;31,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17258429;VICHY NEOVADIOL TAG TH WEC;CRE;50;ml;VICHY;ja;1;22,70;20,14;31,95;36,50;31,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17258441;VICHY NEOVADIOL TAG WECHSE;CRE;50;ml;VICHY;ja;5;23,32;19,75;31,95;37,50;31,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9219384;VICHY NORMADERM ANTI AGE;CRE;50;ml;VICHY;ja;2;14,30;11,70;19,95;23,00;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11137239;VICHY NORMADERM FEUCHT PF;CRE;50;ml;VICHY;ja;1;13,68;10,63;18,95;22,00;18,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14333219;VICHY NORMADERM INT REIN/R;GEL;200;ml;VICHY;ja;1;9,64;8,63;13,95;15,50;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
837985;VICHY NUTRILOGIE 2;CRE;50;ml;VICHY;ja;4;14,61;12,31;19,95;23,50;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
2350804;VICHY NUTRILOGIE REICHHALT;CRE;50;ml;VICHY;ja;1;14,61;10,96;19,95;23,50;19,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
11594681;VICHY OEL SPA-DUSCHE;XDG;200;ml;VICHY;ja;1;5,29;4,58;8,50;8,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
6569847;VICHY PURETE TH DEMAQ 3IN1;MIL;300;ml;VICHY;ja;1;10,26;8,76;13,95;16,50;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10966100;VICHY PURETE TH REIN LOTIO;LOT;200;ml;VICHY;ja;1;10,26;8,96;13,95;16,50;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
1912401;VICHY PURETE THERM 3IN1;MIL;200;ml;VICHY;ja;0;10,26;8,75;13,95;16,50;13,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
1248570;VICHY THERMALWASSERSPR NEU;SPR;150;ml;VICHY;ja;2;6,22;5,06;8,95;10,00;8,95;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;keine Angabe;Ja
